state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
MD  ,Dch,Dch,Dch;1,MDDch;1,1,Allegheny Plateau and Valley and Ridge,"""Chemung"" Formation, Parkhead Sandstone, Brallier Formation, and Harrell Shale",Devonian,"""Chemung"" Formation - Predominantly marine beds characterized by gray to olive-green graywacke, siltstone, and shale; thickened ranges from 2,000 to 3,000 feet; Parkhead Sandstone - Gray to olive-green sandy shale, conglomeratic sandstone and graywacke; present in Washington County, identification uncertain in west; thickness averages 400 feet; Brallier Fomation - (Woodmont Shale of earlier reports). Medium to dark gray, laminated shale and siltstone; weathers to light olive-gray; grain size coarsens upward; thickness about 2,000 feet in west, about 1,7000 feet in east; and Harrell Shale - Dark gray laminated shale; absent in east where Brallier lies directly on Mahantango, Tully Limestone lies near base in west, in subsurface of Garrett County; total thickness in west 140 to 300 feet.",,"""Chemung"", Parkhead, Brallier, and Harrell Formations formerly were designated as Jennings Formation.",MD001,shale,siltstone,sandstone; graywacke; limestone,MD001 MD002 MD005,
MD  ,Dh,Dh,Dh;1,MDDh;1,1,Allegheny Plateau and Valley and Ridge,Hampshire Formation,Devonian,"Hampshire Formation - Interbedded red shale, red mudstone, and red to brown cross-bedded siltstone and sandstone; some thin green shale; greenish-gray sandstone and shale toward top; fragmentary plant fossils; thickness 1,400 to 2,000 feet in west, increases to 3,800 feet in east. ",,,MD001,shale,sandstone,mudstone; siltstone,MD001 MD002,
MD  ,Dhn,Dhn,Dhn;1,MDDhn;1,1,Allegheny Plateau and Valley and Ridge,"Hamilton Group (including Mahantango Formation and Marcellus Shale), and including Tioga Metabentontite Bed, and Needmore Shale",Devonian,"Hamilton Group including Mahantango Formation - Dark gray, laminated shale, siltstone, and very fine-grained sandstone; thickness 600 feet in west, increases to 1,200 feet in east, and Marcellus Shale - Gray-black, thinly laminated, pyritic, carbonaceous shale; thickness 250 feet in east, increases to 500 feet in west. Also includes Tioga Metabentonite Bed - Brownish-gray, thinly laminated shale containing sand-size mica flakes; thickness less than one foot; and Needmore Shale - Olive-gray to black shale and dark, thin-bedded, fossiliferous, argillaceous limestone; thickness ranges from 70 to 145 feet.",Hamilton Group,"Hamilton Group, Tioga Metabentonite Bed, and Needmore Shale formerly were designated as Romney Formation.",MD001,shale,siltstone,sandstone; black shale; limestone,MD001 MD002,
MD  ,Do,Do,Do;1,MDDo;1,1,Allegheny Plateau and Valley and Ridge,Oriskany Group including Ridgeley Sandstone and Shriver Chert,Devonian,"Oriskany Group, including Ridgeley Sandstone - White, medium- to coarse-grained, fossiliferous, calcareous orthoquartzite; thickness 160 feet in west. Medium to dark gray cherty, arenaceous limestone in east; thickness 50 feet; and Shriver Chert - Dark gray, brown, and black silty shales, cherty shales, and nodular and bedded black chert; fossiliferous; thickness 170 feet in west, upper boundary gradational with Ridgeley. Thickness 14 feet in east where the lower Shriver intertongues with the Licking Creek Limestone Member of the Helderberg Formation",Oriskany Group,,MD001,orthoquartzite,shale,chert; limestone; black shale,MD001 MD002,
MD  ,DShk,DShk,DShk;1,MDDShk;1,1,Allegheny Plateau and Valley and Ridge,Helderberg Formation and Keyser Limestone,Devonian,"Helderberg Formation, including Licking Creek Limestone Member - (Becraft Limestone of earlier reports.) Present only in east. Medium gray, medium-grained limestone near top; bedded black chert and thin-bedded limestone in middle; silty argillaceous limestone and shale near base; contains tongues of Shriver and Mandata; thickness 110 feet; Mandata Shale Member - Dark brown to black, thin-bedded shale; fossiliferous; thickness 20 to 30 feet in west, intertongues with Licking Creek Limestone Member in east; Corriganville Limestone Member (Head) - (New Scotland Limestone of earlier reports.) Medium gray, medium-grained, medium-bedded limestone, interbedded with chert; fossiliferous; thickness 15 to 30 feet; New Creek Limestone Member - (Coeymans Limestone of earlier reports.) Medium gray, thick-bedded, coarse-grained limestone; fossiliferous; thickness 9 to 10 feet. Limestone changes facies eastward into sandstone, the Elbow Ridge Sandstone Member - Medium-bedded, medium- to coarse-grained, calcarous sandstone; thickness 10 to 18 feet.; and the Keyser Limestone - Dark gray, thin- to thick-bedded, fine- to coarse-grained calcarenite; contains nodular limestone, dolomitic limestone, and calcarous shale; cherty near top; fossiliferous; thickness 200 to 300 feet.",,,MD001,limestone,chert,shale; black shale; sandstone,MD001 MD002,
MD  ,gm,gm,gm;7,MDgm;7,7,Eastern Piedmont Plutonic Rocks - Gabbroic Series,Georgetown Mafic Complex,Late Precambrian (?) - Early Paleozoic ,"Georgetown Mafic Complex - Poorly exposed complex of tonalite, dark quartz diorite, gabbro, amphibolite, and undifferentiated basic rocks.",,"secondary unit description from the USGS Geologic Names lexicon (ref MD005): The Georgetown Intrusive Suite is divided into six mappable units in the map area and consists of a biotite tonalite, garnetiferous biotite-hornblende tonalite, biotite-hornblende tonalite, quartz gabbro and quartz diorite, metapyroxenite and hornblendite, and serpentinite and talc schist. The Georgetown is predominantly made up of the mafic biotite-hornblende tonalite, and the quartz gabbro and biotite tonalite make up smaller plutons. Possibly five intrusive phases can be identified within this intrusive suite that intrudes surrounding metasedimentary rocks. The Georgetown Intrusive Suite is of Early Ordovician age. ",MD001,tonalite,quartz diorite,quartz gabbro; amphibolite; hornblendite; serpentinite; schist,MD001 MD002 MD005,
MD  ,hf,hf,hf;2,MDhf;2,2,South Mountain Anticlinorium and Frederick Valley,Chilhowee Group; Harpers Formation,Cambrian,"Harpers Formation - Brown to dark bluish-gray banded shale, to light bluish-gray, finely laminated phyllite; distinctively pale purple in basal part; bedding obscured by cleavage; increasingly metamorphosed toward east from shale to slate and phyllite; estimated thickness 2,000 feet.",Chilhowee Group,"secondary unit description from USGS Geologic Names lexicon (ref MD005): The Harpers Formation is predominantly a dark-greenish-gray to brownish-gray, very fine-grained, laminated to massively bedded, phyllitic metasiltstone. The base of the unit is locally sharp, but is transitional with the underlying quartz-pebble conglomeratic quartzite of the upper member of the Weverton Formation. The metasiltstone is highly cleaved and bedding is obscure. Thickness of the Harpers in the mapped area is 732 meters. The Harpers Formation overlies the Weverton Formation and underlies the Antietam Quartzite. The unit is of Early Cambrian age. ",MD001,shale,phyllite,slate,MD001 MD002 MD005,
MD  ,QTu,QTu,QTu;5,MDQTu;5,5,Coastal Plain,Upland Deposits (Western Shore),Quaternary,"Upland Deposits (Western Shore) - Gravel and sand, commonly orange-brown, locally limonite-cemented; minor silt and red, white, or gray clay; (includes Brandywine, Bryn Mawr, and Sunderland Formations of earlier reports); lower gravel member and upper loam member in Southern Maryland; thickness 0 to 50 feet.",,,MD001,gravel,sand,silt; clay or mud,MD001 MD002,
MD  ,if-ms,if-ms,if-ms;3,MDif-ms;3,3,Western Piedmont Metasedimentary Rocks,Ijamsville Formation and Marburg Schist,Late Precambrian (?),"Ijamsville Formation - Blue, green, or purple phyllite and phyllitic slate, with interbedded metasiltstone and metagraywacke; flattened pumiceous blebs occur locally; and Marburg Schist - Bluish-gray to silvery-green, fine-grained, muscovite-chlorite-albite-quartz schist; intensely cleaved and closely folded; contains interbedded quartzites.",,"secondary unit description from USGS Geologic Names Lexicon (ref. MD005): Marburg Schist of Jonas and Stose (1938) is here reinstated as Marburg Formation. Fisher (1978) abandoned Marburg and included its rocks within Ijamsville Phyllite. Ijamsville is distinctive purple phyllite, whereas the Marburg is a lithologically mixed unit and therefore is reinstated as a separate, mappable unit. Rank term is changed to Formation because it consists predominantly of phyllite, paragonite phyllite, muscovite phyllite, siltstone, greenstone, quartzite, and graywacke. It also now includes some rocks previously called Pleasant Grove Schist (here abandoned), because it has been determined that Pleasant Grove was composed of sheared Mather Gorge Formation, Prettyboy Schist, and Marburg Formation. Age of Marburg is changed to Late Proterozoic and Early Cambrian.",MD001,phyllite,slate,metasedimentary rock; meta-argillite; schist; quartzite,MD001 MD002 MD005,
MD  ,jg,jg,jg;4,MDjg;4,4,Eastern Piedmont Metasedimentary Rocks,James Run Gneiss,Late Precambrian (?),"James Run Gneiss - Thick-bedded, light gray biotite-quartz-plagioclase gneiss with thin interbeds of quartz amphibolite; grades downward into sharply layered, thin- to thick-bedded paragneiss composed of subequal amounts of biotite-quartz-plagioclase gneiss and quartz amphibolite; thickness unknown.",,"secondary unit description from USGS Geologic Names Lexicon (ref MF005): Named for James Run, southeastern Harford Co., northeastern MD. Consists of interlayered quartz amphibolite and biotite-quartz-plagioclase gneiss. Conformably overlies garnet schist that closely resembles part of Wissahickon Formation, which in turn overlies microcline-mica gneiss similar to that of Setters Formation. Sequence is separated from main part of Glenarm metasedimentary rocks by broad belt of plutons across which correlation is uncertain. James Run Gneiss should not be included in Glenarm Series until further work can be done. Age is late Precambrian(?). ",MD001,granitic gneiss,amphibolite,paragneiss,MD001 MD002 MD005,
MD  ,Km,Km,Km;5,MDKm;5,5,Coastal Plain,Magothy Formation,Cretaceous,"Magothy Formation - Loose, white, cross-bedded, ""sugary"", lignitic sands and dark gray, laminated silty clays; white to orange-brown, iron-stained, subrounded quartzose gravels in western Anne Arundel County; absent in outcrop southwest of Patuxent River; thickness 0 to 60 feet.",,,MD001,sand,clay or mud,gravel,MD001 MD002,
MD  ,Kmo,Kmo,Kmo;5,MDKmo;5,5,Coastal Plain,Monmouth Formation,Cretaceous,"Monmouth Formation - Dark gray to reddish-brown, micaceous, glauconitic, argillaceous, fine- to coarse-grained sand; basal gravel in Prince Georges County; thickness 0 to 100 feet.",,,MD001,sand,gravel,,MD001 MD002,
MD  ,Kp,Kp,Kp;5,MDKp;5,5,Coastal Plain,"Potomac Group, including Raritan and Patapsco Formations, Arundel Clay, and Patuxent Formation",Cretaceous,"Potomac Group - Interbedded quartzose gravels; protoquartzitic to orthoquartzitic argillaceous sands; and white, dark gray, and multicolored silts and clays; thickness 0 to 800 feet. Includes Raritan and Patapsco Formations - Gray, brown, and red variegated silts and clays; lenticular, cross-bedded, argillaceous, subrounded sands; minor gravels; thickness 0 to 400 feet; Arundel Clay - Dark gray and maroon lignitic clays; abundant siderite concretions; present only in Baltimore-Washington area; thickness 0 to 100 feet; and Patuxent Formation - White or light gray to orange-brown, moderately sorted, cross-bedded, argillaceous, angular sands and subrounded quartz gravels; silts and clays subordinate, predominantly pale gray; thickness 0 to 250 feet.",,,MD001,gravel,sand,silt; clay or mud,MD001 MD002,
MD  ,lf,lf,lf;2,MDlf;2,2,South Mountain Anticlinorium and Frederick Valley,Chilhowee Group; Loudoun Formation,Cambrian,"Loudoun Formation - Basal phyllite member: Pale purple, discontinuous, lenticular; members are in gradational contact; total thickness 0 to 200 feet",Chilhowee Group,,MD001,phyllite,,,MD001 MD002,
MD  ,lmr,lmr,lmr;3,MDlmr;3,3,Western Piedmont Metasedimentary Rocks,Libertytown Metarhyolite,Late Precambrian (?),"Libertytown Metarhyolite - Purple, bluish-black, and red, dense, fine-grained metarhyolite with feldspar phenocrysts; interbedded with blue and purple amygdaloidal metaandesite; both rhyolite and andesite interbedded with blue, purple, and green phyllitic slates.",,,MD001,rhyolite,phyllite,andesite; slate,MD001 MD002,
MD  ,Mg,Mg,Mg;1,MDMg;1,1,Allegheny Plateau and Valley and Ridge,Greenbrier Formation,Mississippian,"Greenbrier Formation - Upper part red calcareous shale and sandstone interbedded with greenish-gray and reddish-gray argillaceous limestone; Loyalhanna Limestone Member: Gray to red, cross-bedded, arenaceous calcarenite; total thickness 200 to 300 feet.",,,MD001,limestone,sandstone,shale; calcarenite,MD001 MD002 MD005,
MD  ,mgb,mgb,mgb;7,MDmgb;7,7,Eastern Piedmont Plutonic Rocks - Gabbroic Series,Metagabbro and Amphibolite,Early Paleozoic (?),Metagabbro and Amphibolite - Weakly to strongly lineated metagabbro and epidote amphibolite.,,,MD001,gabbro,amphibolite,,MD001 MD002,
MD  ,Mmc,Mmc,Mmc;1,MDMmc;1,1,Allegheny Plateau and Valley and Ridge,Mauch Chunk Formation,Mississippian,"Mauch Chunk Formation - Red and green shale, reddish-purple mudstone, and red, green, brown, and gray thin-bedded and cross-bedded sandstones; thickness 500 feet in west, increases to about 800 feet in east.",,,MD001,shale,mudstone,sandstone,MD001 MD002,
MD  ,Mp,Mp,Mp;1,MDMp;1,1,Allegheny Plateau and Valley and Ridge,"Pocono Group, including the Purslane Sandstone and Rockwell Formation",Mississippian,"Pocono Group - Gray, white, tan, and brown, thin- to thick-bedded, cross-bedded sandstone, locally conglomeratic; interbedded gray and reddish-brown shale, mudstone, and siltstone; fragmentary plant fossils. Undifferentiated in Garrett and western Allegeny Counties. Includes Purslane Sandstone - White, thick-bedded, coarse-grained sandstone and conglomerate with thin coal beds and red shales. Eastern Allegany and Washington Counties. And also inlcudes Rockwell Formation - Coarse-grained arkosic sandstone, fine-grained conglomerate, and buff shale; dark shale with thin coal beds near base. Eastern Allegany and Washington Counties.",,"Total thickness of Group is 250 feet in west, increases to 1,700 feet in east.",MD001,sandstone,shale,mudstone; siltstone; conglomerate; coal,MD001 MD002,
MD  ,ms,ms,ms;3,MDms;3,3,Western Piedmont Metasedimentary Rocks,Marburg Schist,Late Precambrian (?),"Marburg Schist - Bluish-gray to silvery-green, fine-grained, muscovite-chlorite-albite-quartz schist; intensely cleaved and closely folded; contains interbedded quartzites.",,,MD001,mica schist,quartzite,,MD001 MD002,
MD  ,Ocs,Ocs,Ocs;1,MDOcs;1,1,Allegheny Plateau and Valley and Ridge,Chambersburg Limestone and St. Paul Group (including New Market Limestone and Row Park Limestone),Ordovician ,"Chambersburg Limestone - Dark gray, fine- to medium-grained, thin-bedded argillaceous limestone; nodular and fossiliferous; thickness 225 to 250 feet; and St. Paul Group, including New Market Limestone - Upper part gray, thick-bedded calcilutite; fossiliferous; lower part light gray, thin-bedded, laminated argillaceous calcilutite; thickness 285 feet in south, increases to 700 feet in north; and Row Park Limestone - Light gray, fine-grained, medium- to thick-bedded calcarenite; calcilutite, and dolomitic limestone; interbedded dark gray, cherty, granular limestone; thickness 100 feet in south, increases to 680 feet in north.",,,MD001,limestone,calcarenite,,MD001 MD002,
MD  ,Oj,Oj,Oj;1,MDOj;1,1,Allegheny Plateau and Valley and Ridge,Juniata Formation,Ordovician,"Juniata Formation - Red to greenish-gray, thin- to thick-bedded siltstone, shale, subgraywacke, and protoquartzite; interbedded conglomerate; thickness 180 feet in east, increases to 500 feet in west.",,"secondary lithologic description from USGS Geologic Names lexicon (ref. MD005): Juniata can be divided into three informal units: a lower red sandstone, a middle red siltstone and shale, and an upper quartzitic sandstone. [Members of Swartz, 1957, not used.] Lower sandstone is a fine-grained graywacke, slightly argillaceous in places. Middle sequence is grayish-red shale and silty shale with some interbeds of thick-bedded, very fine grained sandstone. Upper sandstone is generally upward-coarsening red shale, silty shale, siltstone, and sandstone. ",MD001,sandstone,shale,graywacke; siltstone; conglomerate,MD001 MD002,
MD  ,Om,Om,Om;1,MDOm;1,1,Allegheny Plateau and Valley and Ridge,Martinsburg Formation,Ordovician,"Martinsburg Formation - Upper part rhythmically interbedded graywackes, siltstones, and dark shales; lower part dark brown, dark gray, and black, thin-bedded fissile shale; thickness 2,000 to 2,500 feet.",,,MD001,shale,graywacke,siltstone,MD001 MD002,
MD  ,Ops,Ops,Ops;1,MDOps;1,1,Allegheny Plateau and Valley and Ridge,Pinesburg Station Dolomite,Ordovician,"Pinesburg Station Dolomite - Light gray, laminated and mottled cherty dolomite; nonfossiliferous; thickness 375 to 500 feet.",Beckmantown Group,,MD001,dolostone (dolomite),,,MD001 MD002,
MD  ,Orr,Orr,Orr;1,MDOrr;1,1,Allegheny Plateau and Valley and Ridge,Rockdale Run Formation,Ordovician,"Rockdale Run Formation - Upper one-third gray, mottled, cherty dolomite and dolomitic limestone; lower two-thirds gray, cherty argillaceous calcarenite and algal limestone with interbedded dolomite and oolitic limestone; thickness at least 1,700 feet east of Conococheague Creek, increases to about 2,500 feet in west.",Beckmantown Group,,MD001,dolostone (dolomite),limestone,calcarenite,MD00 MD002,
MD  ,Os,Os,Os;1,MDOs;1,1,Allegheny Plateau and Valley and Ridge,Stonehenge Limestone,Ordovician,"Stonehenge Limestone - Upper part gray, thin-bedded, coarse-grained to conglomeratic, oolitic calcarenite; some dolomite; lower part gray, thick-bedded, fine-grained algal limestone; thickness 500 to 800 feet.",Beckmantown Group,,MD001,limestone,dolostone (dolomite),calcarenite,MD001 MD002,
MD  ,Pap,PAap,PAap;1,MDPAap;1,1,Allegheny Plateau and Valley and Ridge,Allegheny Formation and Pottsville Formation,Pennsylvanian,"Allegheny Formation - Interbedded sandstone, siltstone, claystone, shale, and coal beds; Upper Freeport coal at top; where present, Brookville coal defines base; thickness 275 feet in northeast, increases to 325 feet in south and west. And Pottsville Formation - Interbedded sandstone, siltstone, claystone, shale, and coal beds; conglomeratic orthoquartzite and protoquartzite at base; thickness 60 feet in northeast, increases to 440 feet in southwest",,,MD001,sandstone,shale,claystone; siltstone; coal; limestone,MD001 MD002,
MD  ,Pc,PAc,PAc;1,MDPAc;1,1,Allegheny Plateau and Valley and Ridge,Conemaugh Formation,Pennsylvanian,"Conemaugh Formation - Includes the rocks between the base of the Pittsburgh coal and the top of the Upper Freeport coal; consists of two unnamed members which are separated by the Barton coal; both members are gray and brown claystone, shale, siltstone and sandstone, with several coal beds; lower member also contains redbeds and fossiliferous marine shales; thickness 825 to 925 feet.",,,MD001,claystone,shale,siltstone; sandstone; coal,MD001 MD002,
MD  ,Pm,PAm,PAm;1,MDPAm;1,1,Allegheny Plateau and Valley and Ridge,Monongahela Formation,Pennsylvanian,"Monongahela Formation - Interbedded claystone, argillaceous limestone, shale, sandstone, and coal beds; Waynesburg coal at top; Pittsburg coal at base; thickness 240 feet in west, increases to 375 feet in east.",,,MD001,claystone,limestone,shale; sandstone; coal,MD001 MD002,
MD  ,pbs,pbs,pbs;4,MDpbs;4,4,Eastern Piedmont Metasedimentary Rocks,Peach Bottom Slate,Ordovician (?),"Peach Bottom Slate - Hard, bluish-black graphitic slate; thin beds of fine-grained black quartzite near base; apparent maximum thickness 1,000 feet.",,,MD001,slate,quartzite,,MD001 MD002,
MD  ,pCbg,pCAbg,pCAbg;4,MDpCAbg;4,4,Eastern Piedmont Metasedimentary Rocks,Baltimore Gneiss,Precambrian,"Baltimore Gneiss - Biotite-quartz-feldspar gneiss and biotite-hornblende gneiss; amphibolite widespread but subordinate; texturally varied; granitic gneiss, veined gneiss, augen gneiss, banded gneiss, and migmatite, in places complexly intermingled; age 1,1000 m.y. * by radiogenic dating. Layered paragneiss in Baltimore City southeast of Relay Quartz Diorite.",,"* Radiogenic date from Wetherill et al., 1966 (ref. MD003)",MD001,granitic gneiss,amphibolite,paragneiss,MD001 MD002 MD003,
MD  ,pCc,pCAc,pCAc;2,MDpCAc;2,2,South Mountain Anticlinorium and Frederick Valley,Catoctin Metabasalt,Late Precambrian,"Catoctin Metabasalt - Thick-bedded metabasalt with amygdaloidal layers and secondary veins of quartz, calcite, and epidote; interbedded green tuffaceous phyllite and blue amygdaloidal metaandesite.",,"Age of Catoctin Formation changed to Late Proterozoic and Early Cambrian based on isotopic age of 570 +/-36 Ma (Badger and Sinha, 1988). (see USGS Geologic Names lexicon [ref. MD005])",MD001,meta-basalt,phyllite,,MD001 MD002 MD005,
MD  ,pCg,pCAg,pCAg;2,MDpCAg;2,2,South Mountain Anticlinorium and Frederick Valley,Granodiorite and Biotite Granite Gneiss,Precambrian,"Granodiorite and Biotite Granite Gneiss - Light gray to pale green, fine-grained, granodiorite gneiss, and dark gray biotite granite gneiss with some augen gneiss; in places a sheared muscovite-biotite gneiss; local biotite schist bands; intruded by metadiabase feeder dikes of Catoctin Metabasalt.",,,MD001,granitic gneiss,,,MD001 MD002,
MD  ,Pze,PZe,PZe;6,MDPZe;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Ellicott City Granodiorite,Silurian,Ellicott City Granodiorite - Ranges from biotite granodiorite along margin of body to quartz monzonite in core; age of quartz monzonite core 420 +/- 50 m.y. * by radiogenic dating.,,"*Radiogenic date from Wetherill et al., 1966 (ref. MD003) Also second age date reference from USGS Geologic Names lexicon (ref. MD005): Isotopic dating (Rb-Sr) of the Ellicott City Granodiorite indicates the unit is of Silurian age (425 Ma). ",MD001,quartz monzonite,granodiorite,,MD001 MD002 MD003 MD005,
