unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
PADbv;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"greenish-yellow and gray sandstone; Venango not mapped separately because upper key bed (Woodcock Sandstone) is missing. Includes, in descending order: Berea Sandstone, Cussewago Sandstone, and Venango Formation equivalent; contains marine fossils. "
PADbv;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADbv;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"becoming more shaly and more gray downward; Includes, in descending order: Bedford Shale, Riceville Shale, and Venango Formation equivalent; contains marine fossils. "
PADf;12,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,substantial brownish-gray sandstone 
PADbv;8,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,bottom of interval is bottom of Panama Conglomerate 
PADcb;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcb;17,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADcb;17,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcbr;18,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,marine fossils. 
PADcbr;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,marine fossils. 
PADcbs;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcbs;18,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcbs;18,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADccf;17,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADccf;17,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADccf;17,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADccf;18,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADccf;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcd;17,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcd;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcd;17,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADcd;17,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADcd;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcd;18,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcd;18,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADcd;18,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,conglomerate occurs at base of some cycles. 
PADch;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"included in Conneaut Group and ""Chemung"" of earlier workers; marine fossils common; includes ""pink rock"" of drillers. "
PADch;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADch;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADciv;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADciv;17,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADciv;17,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADciv;17,Incidental,Sedimentary,Clastic,Mixed-clastic,Conglomerate-sandstone,,Conglomerate-sandstone,Bed,Lower part of member has conglomeratic sandstones. 
PADck;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADck;12,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADck;12,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADck;12,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADck;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADck;15,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADck;15,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADck;16,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADck;16,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADck;16,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADclr;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADclr;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADclr;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADclw;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADclw;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADclw;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADcp;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcp;18,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,some laterally persistent conglomerate beds in lower part 
PADcpg;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcpg;18,"Indeterminate, major",Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADcpg;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcpg;18,Major,Sedimentary,Clastic,,,,Clastic,Bed,containing intermittent red beds 
PADcpp;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcpp;18,"Indeterminate, major",Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADcpp;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcr;8,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"includes, in descending order: Corry Sandstone and Cussewago Sandstone; marine fossils common "
PADcr;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"includes, in descending order: Bedford Shale and Riceville Shale; marine fossils common. "
PADcr;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcsc;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcsc;17,Major,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADcsc;17,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADct;18,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,freshwater fossils 
PADct;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,freshwater fossils 
PADct;18,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,freshwater fossils 
PADcw;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcw;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcw;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADf;12,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADf;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADf;12,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PADg;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Argillaceous, ashen-gray, flaky shale and siltstone; included in Conneaut Group and ""Chemung"" of earlier workers; marine fossils rare. "
PADg;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Argillaceous, ashen-gray, flaky shale and siltstone; included in Conneaut Group and ""Chemung"" of earlier workers; marine fossils rare. "
PADh;0,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADh;0,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADh;0,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PADh;0,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADh;0,Major,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed, 
PADh;0,Incidental,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed, 
PADlh;15,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed,marine fossils throughout 
PADlh;15,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,marine fossils throughout 
PADlh;15,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,marine fossils throughout 
PADlh;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,marine fossils throughout 
PADm;0,Major,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed,black shale; sparse marine fauna and siderite concretions. 
PAPAp;6,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"thin marine limestones present in Beaver, Lawrence, and Mercer Counties; "
PAPAp;6,Incidental,Sedimentary,Coal,,,,Coal,Bed,minable coals present locally 
PAPAp;7,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,Sharp Mountain--conglomerate and conglomeratic sandstone 
PAPAp;7,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"fine- to coarse-grained sandstone, Schuylkill--sandstone and conglomeratic sandstone; Tumbling Run--conglomeratic sandstone and sandstone. "
PAPAp;7,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PAPAp;7,Minor,Sedimentary,Coal,Anthracite,,,Anthracite,Bed,minable anthracite coals 
PAPAp;7,Minor,Sedimentary,Clastic,Mixed-clastic,Conglomerate-sandstone,,Conglomerate-sandstone,Bed,Sharp Mountain--conglomerate and conglomeratic sandstone; Schuylkill--sandstone and conglomeratic sandstone; Tumbling Run--conglomeratic sandstone and sandstone. 
PApCAa;14,Major,Igneous,Plutonic,Anorthosite,,,Anorthosite,,"anorthosite - medium to coarse grained, light to dark bluish gray, predominantly plagioclase; local alteration minerals "
PApCAfgh;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"felsic and intermediate gneiss - light, medium grained; includes rocks of probable sedimentary origin. "
PApCAfgh;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin. 
PApCAfgp;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"felsic gneiss - light, medium grained; includes rocks of probable sedimentary origin. "
PApCAfgp;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin. 
PApCAfm;14,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,"marble - white, coarsely crystalline; disseminated graphite flakes. "
PApCAgg;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"graphitic felsic gneiss - includes Pickering Gneiss and small areas of marble; dominantly quartz and feldspar with varying amounts of graphite and various metamorphic minerals; medium grained, light to dark gray and greenish gray; sedimentary origin. "
PApCAgg;14,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,small areas of marble 
PAPZpb;0,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,quartz conglomerate having a matrix of sericite and chlorite (Cardiff). 
PApCAgg;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,"graphitic felsic gneiss - includes Pickering Gneiss and small areas of marble; dominantly quartz and feldspar with varying amounts of graphite and various metamorphic minerals; medium grained, light to dark gray and greenish gray; sedimentary origin. "
PApCAgga;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"banded mafic gneiss - dark, fine to medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""pCAmgh."" "
PApCAgga;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,," includes rocks of probable sedimentary origin; may be equivalent to ""pCAmgh."" "
PApCAggd;14,Major,Metamorphic,Gneiss,Muscovite-gneiss,,,Muscovite-gneiss,,"felsic and intermediate gneiss - medium grained, light pink to greenish gray; largely quartz, feldspar, and mica; commonly gneissic, containing alteration minerals; interfingers with gabbroic gneiss "
PApCAgn;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"felsic to mafic gneiss - light, medium grained; predominantly quartz and feldspar of igneous origin. "
PApCAgqm;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"graphitic felsic gneiss - medium grained, medium to dark gray; locally gneissic, predominantly feldspar and quartz, plus dark accessories and various alteration minerals. "
PApCAhg;14,Major,Metamorphic,Gneiss,Hornblende-gneiss,,,Hornblende-gneiss,,"hornblende gneiss - dark, medium grained; includes some rocks of probable sedimentary origin. "
PApCAhg;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes some rocks of probable sedimentary origin. 
PApCAmb;25,Major,Metamorphic,Metaigneous,Metavolcanic,Metabasalt,,Metabasalt,,"metabasalt - dark-gray, fine-grained intrusives; locally, mineralogy is altered and unit has greenish color. "
PApCAmd;14,Major,Metamorphic,Metaigneous,Metaintrusive,Metadiabase,,Metadiabase,,"metadiabase - dark-gray, fine-grained intrusives; locally, mineralogy is altered and unit has greenish color. "
PApCAmgh;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss - dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""PZmgh"" in places. "
PApCAmgh;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,"includes rocks of probable sedimentary origin; may be equivalent to ""PZmgh"" in places. "
PApCAmgp;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss - dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""PZmgp"" in places. "
PApCAmgp;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,"includes rocks of probable sedimentary origin; may be equivalent to ""PZmgp"" in places. "
PApCAmr;25,Major,Metamorphic,Metaigneous,Metavolcanic,Metarhyolite,,Metarhyolite,,"metarhyolite - light gray, green, and purple; commonly schistose, containing quartz augen and veins "
PApCAvs;25,Major,Metamorphic,Metaigneous,Greenstone,,,Greenstone,,"greenstone schist - fine to medium grained, light to medium green "
PApCAvs;25,Minor,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,,includes probable metavolcanic rocks 
PAPg;0,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,includes red beds 
PAPg;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
PAPg;0,Minor,Sedimentary,Coal,,,,Coal,,"thin, impure coal "
PAPPAw;0,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
PAPPAw;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
PAPPAw;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
PAPZo;0,Minor,Igneous,Plutonic,Granitic,,,Granitic,,granitized members 
PAPPAw;0,Minor,Sedimentary,Coal,,,,Coal,,commercial coals present 
PAPw;0,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
PAPw;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,includes red shale 
PAPw;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
PAPZa;0,Major,Igneous,Plutonic,Anorthosite,,,Anorthosite,,"medium to coarse grained, light to dark bluish gray, predominantly plagioclase; local alteration minerals "
PAPZc;0,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,"marble - white to light bluish gray, finely to coarsely crystalline "
PAPZgr;0,Major,Igneous,Plutonic,Granitic,Granite,,Granite,, 
PAPZgr;0,Minor,Igneous,Plutonic,Granitic,Granodiorite,,Granodiorite,, 
PAPZgr;0,Major,Metamorphic,Gneiss,,,,Gneiss,,granitic gneiss 
PAPZgw;0,Major,Metamorphic,Schist,,,,Schist,,lithologically similar to oligoclase-mica schist of the Wissahickon Formation (PZw) 
PAPZgw;0,Minor,Metamorphic,Amphibolite,,,,Amphibolite,,also includes lenticular amphibolite bodies having ocean-floor basalt chemistry 
PAPZgw;0,Minor,Metamorphic,Gneiss,,,,Gneiss,,"some hornblende gneiss, augen gneiss (PZw) "
PAPZm;0,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
PAPZm;0,Major,Metamorphic,Schist,Mica-schist,,,Mica-schist,,mica-chlorite schist 
PAPZm;0,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
PAPZmg;0,Major,Metamorphic,Gneiss,,,,Gneiss,,hornblende gneiss 
PAPZmg;0,Major,Metamorphic,Metaigneous,Metaintrusive,Metagabbro,,Metagabbro,,"metagabbro - ranges from fine- to medium-grained, altered gabbro  "
PAPZmgh;0,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin; may be equivalent to pCAmgh in places 
PAPZmgp;0,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss - dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to pCAmgp in places. "
PAPZmgp;0,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin; may be equivalent to pCAmgp in places. 
PAPZo;0,Major,Metamorphic,Schist,,,,Schist,,albite-chlorite schist 
PAPZo;0,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
PAPZpb;0,Major,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,,bluish-black slate (Peach Bottom) 
PAPZpc;0,Major,Metamorphic,Schist,,,,Schist,,chlorite-sericite schist 
PAPZpc;0,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,interbedded quartzite 
PAPZpg;0,Major,Igneous,Plutonic,Granitic,Leucocratic-granitic,Pegmatite,Pegmatite,,"coarse to medium grained, granitic; contacts range from sharp to narrowly gradational; some zoning in places "
PASwm;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PAPZsc;0,Major,Metamorphic,Metaigneous,Metavolcanic,Metabasalt,,Metabasalt,,"metabasalt - altered basaltic flows, some amygdaloidal; green, schistose, containing hornblende, epidote, chlorite, and quartz "
PAPZsq;0,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,includes white feldspathic quartzite 
PAPZsq;0,Minor,Metamorphic,Gneiss,Muscovite-gneiss,,,Muscovite-gneiss,,gray mica gneiss 
PAPZsq;0,Minor,Metamorphic,Schist,Mica-schist,,,Mica-schist,,mica schist 
PAPZu;0,Major,Metamorphic,Metaigneous,Serpentinite,,,Serpentinite,, 
PAPZu;0,Minor,Metamorphic,Metaigneous,Metaintrusive,Metaultramafic,Metaperidotite,Metaperidotite,,"ultramafic rocks - includes serpentine, steatite, and other products of alteration of peridotites and pyroxenites "
PAPZu;0,Minor,Metamorphic,Metaigneous,Metaintrusive,Metaultramafic,Metapyroxenite,Metapyroxenite,,"ultramafic rocks - includes serpentine, steatite, and other products of alteration of peridotites and pyroxenites "
PAPZw;0,Major,Metamorphic,Schist,Mica-schist,,,Mica-schist,,oligoclase-mica schist 
PAPZw;0,Minor,Metamorphic,Gneiss,Hornblende-gneiss,,,Hornblende-gneiss,,"some hornblende gneiss, some augen gneiss "
PAPZw;0,Minor,Igneous,Plutonic,Granitic,,,Granitic,,some quartz-rich and feldspar-rich members due to various degrees of granitization. 
PAPZwk;0,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,"marble; light gray, coarsely crystalline; contains graphite flakes in places "
PAQs;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Estuarine,"Fine-grained, unconsolidated sand deposited by lake currents. "
PAQt;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Alluvial,"Gray or pale-reddish-brown, very gravelly sand interstratified with crossbedded sand  "
PAQt;0,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Alluvial,"Gray or pale-reddish-brown, very gravelly sand interstratified with crossbedded sand  "
PAQt;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Alluvial,clay-silt beds 
PAQt;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Alluvial,clay-silt beds 
PASb;14,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PASb;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PASb;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PASb;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,red shale 
PASb;19,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PASb;19,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,very fine to coarse-grained sandstone 
PASb;19,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Calcareous, 
PATRgc;1,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,Gray quartz conglomerate 
PATRgc;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
PADosn;19,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed, 
PAMb;10,Minor,Sedimentary,Coal,,,,Coal,Bed, 
PAOrr;20,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed, 
PAMDpr;12,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,some conglomerate (Pocono); overlying conglomerate (Rockwell); shown in southwestern Bedford County only. 
PAPAap;6,Minor,Sedimentary,Coal,,,,Coal,, 
PAPAcc;6,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
PATbm;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Terrace, 
PAwater;0,Major,Water,,,,,Water ,,
PADosn;19,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PAMsc;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAPAcg;6,Minor,Sedimentary,Coal,,,,Coal,, 
PAPw;0,Minor,Sedimentary,Coal,,,,Coal,, 
PAPZmgh;0,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss; dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to pCAmgh in places "
PASs;14,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Light- to dark-gray, fine- to very coarse grained sandstone "
PAPAl;7,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PAPg;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
PAKp;0,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed, 
PACAsg;24,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed, 
PADck;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADcp;18,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADck;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PAOh;21,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PACAa;22,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
PACAa;22,Major,Metamorphic,Schist,,,,Schist,,quartz schist 
PACAa;24,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
PACAah;22,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
PACAah;22,Minor,Metamorphic,Schist,,,,Schist,, 
PACAah;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,,Harpers Formation (CAh) 
PACAal;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium- to medium-dark-gray, thick-bedded dolomite "
PACAal;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"medium- to medium-dark-gray, impure limestone "
PACAal;23,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,dark-gray chert stringers and nodules; laminated; oolitic and stromatolitic 
